#,Player,GS,MIN,FG MADE,FG_ATT,FG%,3PT MADE,3PT_ATT,3PT%,FT MADE,FT_ATT,FT%,PTS,ORB,DRB,REB,STL,BLK,A,TO,PF,Opponent,Date
5,Makayla Scurlock,-,11,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,2,0,1,1,1,Northwest,2025-01-31
21,Jenika Zurita,-,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,0,Northwest,2025-01-31
20,Morgan Baird,*,30,7,12,0.5833333333333334,0,2,0.0,2,3,0.6666666666666666,16,2,3,5,2,1,5,4,1,Eastern Oregon,2025-01-24
1,Meghan McIntyre,*,35,4,10,0.4,0,0,0.0,6,9,0.6666666666666666,14,1,2,3,4,0,3,1,1,Eastern Oregon,2025-01-24
10,Bridgette McIntyre,*,32,4,7,0.5714285714285714,3,3,1.0,0,0,0.0,11,0,1,1,2,0,0,1,3,Eastern Oregon,2025-01-24
12,Emma Schmerbach,*,27,5,9,0.5555555555555556,0,1,0.0,0,2,0.0,10,2,3,5,2,2,2,3,5,Eastern Oregon,2025-01-24
23,Clara Robbins,*,16,1,4,0.25,0,0,0.0,0,0,0.0,2,0,4,4,1,0,0,1,3,Eastern Oregon,2025-01-24
5,Makayla Scurlock,-,20,2,3,0.6666666666666666,0,1,0.0,0,0,0.0,4,0,3,3,1,0,0,0,1,Eastern Oregon,2025-01-24
33,Mallory Williams,-,14,2,4,0.5,0,1,0.0,0,0,0.0,4,0,4,4,0,1,0,0,1,Eastern Oregon,2025-01-24
32,Eliza DiGiulio,-,9,1,2,0.5,0,0,0.0,2,2,1.0,4,0,0,0,0,0,0,0,3,Eastern Oregon,2025-01-24
13,Keeley Wright,-,6,0,0,0.0,0,0,0.0,2,2,1.0,2,0,0,0,0,0,0,4,0,Eastern Oregon,2025-01-24
22,Sierra Scheppele,-,11,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,2,0,0,Eastern Oregon,2025-01-24
20,Morgan Baird,*,21,7,13,0.5384615384615384,0,0,0.0,5,5,1.0,19,1,5,6,0,1,2,2,2,Walla Walla,2025-01-18
12,Emma Schmerbach,*,21,4,8,0.5,0,0,0.0,0,0,0.0,8,4,2,6,2,2,4,1,3,Walla Walla,2025-01-18
10,Bridgette McIntyre,*,24,2,6,0.3333333333333333,1,4,0.25,2,2,1.0,7,0,4,4,1,0,0,2,1,Walla Walla,2025-01-18
1,Meghan McIntyre,*,20,1,4,0.25,0,0,0.0,1,2,0.5,3,1,3,4,0,0,4,4,3,Walla Walla,2025-01-18
23,Clara Robbins,*,20,1,2,0.5,0,0,0.0,0,0,0.0,2,1,4,5,1,4,0,1,0,Walla Walla,2025-01-18
32,Eliza DiGiulio,-,20,7,10,0.7,1,2,0.5,0,0,0.0,15,1,1,2,0,0,1,0,0,Walla Walla,2025-01-18
22,Sierra Scheppele,-,11,3,4,0.75,3,4,0.75,2,2,1.0,11,0,2,2,0,0,1,1,2,Walla Walla,2025-01-18
33,Mallory Williams,-,19,3,7,0.42857142857142855,3,6,0.5,0,0,0.0,9,0,6,6,0,1,1,0,2,Walla Walla,2025-01-18
5,Makayla Scurlock,-,16,2,3,0.6666666666666666,1,2,0.5,1,1,1.0,6,0,3,3,2,0,2,0,0,Walla Walla,2025-01-18
13,Keeley Wright,-,20,2,3,0.6666666666666666,0,0,0.0,1,1,1.0,5,0,2,2,2,0,7,2,1,Walla Walla,2025-01-18
24,Ali Stevens,-,2,1,1,1.0,0,0,0.0,0,0,0.0,2,0,0,0,1,0,0,1,0,Walla Walla,2025-01-18
21,Jenika Zurita,-,6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,1,0,0,0,1,Walla Walla,2025-01-18
12,Emma Schmerbach,*,28,9,19,0.47368421052631576,2,4,0.5,4,7,0.5714285714285714,24,4,2,6,3,2,0,4,1,Concordia (NE),2024-11-02
1,Meghan McIntyre,*,31,3,9,0.3333333333333333,0,0,0.0,4,6,0.6666666666666666,10,0,3,3,3,0,4,3,4,Concordia (NE),2024-11-02
10,Bridgette McIntyre,*,33,2,11,0.18181818181818182,2,10,0.2,0,0,0.0,6,0,2,2,0,0,1,1,1,Concordia (NE),2024-11-02
20,Morgan Baird,*,18,2,2,1.0,0,0,0.0,0,1,0.0,4,0,2,2,0,1,2,2,3,Concordia (NE),2024-11-02
23,Clara Robbins,*,26,1,3,0.3333333333333333,0,1,0.0,0,0,0.0,2,3,4,7,0,0,0,0,3,Concordia (NE),2024-11-02
22,Sierra Scheppele,-,23,4,6,0.6666666666666666,4,6,0.6666666666666666,0,0,0.0,12,1,0,1,1,0,0,0,1,Concordia (NE),2024-11-02
32,Eliza DiGiulio,-,21,2,5,0.4,0,1,0.0,3,3,1.0,7,1,3,4,0,1,0,0,3,Concordia (NE),2024-11-02
13,Keeley Wright,-,11,2,4,0.5,0,0,0.0,2,2,1.0,6,1,0,1,0,0,0,1,4,Concordia (NE),2024-11-02
34,Shakia Teague-Perry,-,5,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,1,0,Concordia (NE),2024-11-02
21,Jenika Zurita,-,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,Concordia (NE),2024-11-02
33,Mallory Williams,-,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,0,Concordia (NE),2024-11-02
